"标识","编码","名称","上级"
"803190400","8031904","磁带库","支付类平台"
"803190801","803190801","交换机机框","交换机"
"803190901","803190901","负载均衡设备机框","负载均衡设备"
"801010000","80101","云资源池设备","业务平台云资源池"
"803030000","80303","短信中心","能力类平台"
"803120000","80312","呼叫中心","能力类平台"
"804030000","80403","网上多媒体应用系统","应用类平台"
"801010500","8010105","磁盘阵列","云资源池设备"
"801020600","8010206","光纤通道交换机","云资源管理设备"
"802010600","8020106","光纤通道交换机","移动/宽带业务管理平台(ISMP)"
"802030700","8020307","路由器","统一认证平台(UBB)"
"802040800","8020408","交换机","其他管理平台"
"803020100","8030201","频移键控（FSK）接入服务器","固网短信设备"
"803031400","8030314","信令接口单元（SIU）设备","短信中心"
"803050200","8030502","小型机","短信互通网关"
"803061200","8030612","防DDoS设备","智能短信平台"
"803070600","8030706","光纤通道交换机","其他短信平台（自写消息平台、行业短信网关等）"
"803101400","8031014","放音设备","彩铃平台"
"803110500","8031105","磁盘阵列","声讯设备"
"803111300","8031113","光转换器","声讯设备"
"803200400","8032004","磁带库","统一通讯录平台"
"803200900","8032009","负载均衡设备","统一通讯录平台"
"803220800","8032208","交换机","通用下载（KJAVA）平台"
"803230800","8032308","交换机","BREW平台"
"803241300","8032413","光转换器","浏览类平台（WAP门户等）"
"803251400","8032514","信令接口单元（SIU）设备","综合业务接入网关（ISAG）"
"803260900","8032609","负载均衡设备","WAP网关类（WAP网关/WEB网关/WAP网关内容过滤系统）"
"803270900","8032709","负载均衡设备","业务平台综合网管系统"
"803281000","8032810","防火墙","移动上网日志留存系统"
"803060700","8030607","路由器","智能短信平台"
"803061100","8030611","IPS设备","智能短信平台"
"803070200","8030702","小型机","其他短信平台（自写消息平台、行业短信网关等）"
"803070701","803070701","路由器机框","路由器"
"803070800","8030708","交换机","其他短信平台（自写消息平台、行业短信网关等）"
"803070802","803070802","交换机板卡","交换机"
"803071000","8030710","防火墙","其他短信平台（自写消息平台、行业短信网关等）"
"803080200","8030802","小型机","彩信平台"
"803080400","8030804","磁带库","彩信平台"
"803080700","8030807","路由器","彩信平台"
"803080902","803080902","负载均衡设备板卡","负载均衡设备"
"803081100","8030811","IPS设备","彩信平台"
"803081200","8030812","防DDoS设备","彩信平台"
"803090100","8030901","SCP/SMP","无线市话彩铃设备"
"803090400","8030904","工控机","无线市话彩铃设备"
"803090802","803090802","路由器板卡","路由器"
"803100200","8031002","小型机","彩铃平台"
"803100802","803100802","交换机板卡","交换机"
"803100900","8031009","负载均衡设备","彩铃平台"
"803101000","8031010","防火墙","彩铃平台"
"803101100","8031011","IPS设备","彩铃平台"
"803110100","8031101","服务器","声讯设备"
"803110300","8031103","KVM和机架内维护终端","声讯设备"
"803110900","8031109","负载均衡设备","声讯设备"
"803110902","803110902","负载均衡设备板卡","负载均衡设备"
"803111500","8031115","流量监测设备","声讯设备"
"803111700","8031117","前置机","声讯设备"
"803112100","8031121","采编系统","声讯设备"
"803120300","8031203","KVM和机架内维护终端","呼叫中心"
"803200100","8032001","服务器","统一通讯录平台"
"803200200","8032002","小型机","统一通讯录平台"
"803200700","8032007","路由器","统一通讯录平台"
"803200701","803200701","路由器机框","路由器"
"803200800","8032008","交换机","统一通讯录平台"
"803200802","803200802","交换机板卡","交换机"
"803201000","8032010","防火墙","统一通讯录平台"
"803201200","8032012","防DDoS设备","统一通讯录平台"
"803201300","8032013","光转换器","统一通讯录平台"
"803210500","8032105","磁盘阵列","终端管理类平台"
"803210800","8032108","交换机","终端管理类平台"
"803210801","803210801","交换机机框","交换机"
"803211100","8032111","IPS设备","终端管理类平台"
"803211200","8032112","防DDoS设备","终端管理类平台"
"803220400","8032204","磁带库","通用下载（KJAVA）平台"
"803220600","8032206","光纤通道交换机","通用下载（KJAVA）平台"
"803220801","803220801","交换机机框","交换机"
"803220802","803220802","交换机板卡","交换机"
"803221000","8032210","防火墙","通用下载（KJAVA）平台"
"803230100","8032301","服务器","BREW平台"
"803230400","8032304","磁带库","BREW平台"
"803230600","8032306","光纤通道交换机","BREW平台"
"803230700","8032307","路由器","BREW平台"
"803230801","803230801","交换机机框","交换机"
"803230901","803230901","负载均衡设备机框","负载均衡设备"
"803230902","803230902","负载均衡设备板卡","负载均衡设备"
"803231100","8032311","IPS设备","BREW平台"
"803231200","8032312","防DDoS设备","BREW平台"
"803240400","8032404","磁带库","浏览类平台（WAP门户等）"
"803240500","8032405","磁盘阵列","浏览类平台（WAP门户等）"
"803240701","803240701","路由器机框","路由器"
"803240802","803240802","交换机板卡","交换机"
"803240901","803240901","负载均衡设备机框","负载均衡设备"
"803250100","8032501","服务器","综合业务接入网关（ISAG）"
"803250200","8032502","小型机","综合业务接入网关（ISAG）"
"803250400","8032504","磁带库","综合业务接入网关（ISAG）"
"803250700","8032507","路由器","综合业务接入网关（ISAG）"
"803250801","803250801","交换机机框","交换机"
"803250802","803250802","交换机板卡","交换机"
"803250901","803250901","负载均衡设备机框","负载均衡设备"
"803251200","8032512","防DDoS设备","综合业务接入网关（ISAG）"
"803251300","8032513","光转换器","综合业务接入网关（ISAG）"
"803260100","8032601","服务器","WAP网关类（WAP网关/WEB网关/WAP网关内容过滤系统）"
"803260200","8032602","小型机","WAP网关类（WAP网关/WEB网关/WAP网关内容过滤系统）"
"803260500","8032605","磁盘阵列","WAP网关类（WAP网关/WEB网关/WAP网关内容过滤系统）"
"803260600","8032606","光纤通道交换机","WAP网关类（WAP网关/WEB网关/WAP网关内容过滤系统）"
"803260800","8032608","交换机","WAP网关类（WAP网关/WEB网关/WAP网关内容过滤系统）"
"803260901","803260901","负载均衡设备机框","负载均衡设备"
"803261000","8032610","防火墙","WAP网关类（WAP网关/WEB网关/WAP网关内容过滤系统）"
"803270100","8032701","服务器","业务平台综合网管系统"
"803270400","8032704","磁带库","业务平台综合网管系统"
"803270500","8032705","磁盘阵列","业务平台综合网管系统"
"803270800","8032708","交换机","业务平台综合网管系统"
"803270802","803270802","交换机板卡","交换机"
"803271100","8032711","IPS设备","业务平台综合网管系统"
"803271200","8032712","防DDoS设备","业务平台综合网管系统"
"803280200","8032802","小型机","移动上网日志留存系统"
"803280400","8032804","磁带库","移动上网日志留存系统"
"803280800","8032808","交换机","移动上网日志留存系统"
"803280801","803280801","交换机机框","交换机"
"803280901","803280901","负载均衡设备机框","负载均衡设备"
"803280902","803280902","负载均衡设备板卡","负载均衡设备"
"803290000","80329","其他能力类平台","能力类平台"
"803290300","8032903","KVM和机架内维护终端","其他能力类平台"
"803290400","8032904","磁带库","其他能力类平台"
"803290802","803290802","交换机板卡","交换机"
"803290900","8032909","负载均衡设备","其他能力类平台"
"803291000","8032910","防火墙","其他能力类平台"
"803291300","8032913","光转换器","其他能力类平台"
"804010300","8040103","IC卡终端","IC卡电话管理系统设备"
"804020000","80402","电子商务设备","应用类平台"
"804020200","8040202","加密机","电子商务设备"
"804020300","8040203","网关设备","电子商务设备"
"804030400","8040304","投影设备","网上多媒体应用系统"
"804030600","8040306","教学设备","网上多媒体应用系统"
"804040100","8040401","视频服务器","视频点播（VOD）系统"
"804040700","8040407","录音棚设备","视频点播（VOD）系统"
"804050000","80405","影像加密系统","应用类平台"
"804050100","8040501","全自动播出系统","影像加密系统"
"804050400","8040504","视音频分配器","影像加密系统"
"804050500","8040505","磁带系统","影像加密系统"
"804051000","8040510","网元管理系统","影像加密系统"
"804060000","80406","其他应用平台","应用类平台"
"804060400","8040604","磁带库","其他应用平台"
"804060801","804060801","交换机机框","交换机"
"804060900","8040609","负载均衡设备","其他应用平台"
"804061200","8040612","防DDoS设备","其他应用平台"
"804061500","8040615","ZIP驱动器","其他应用平台"
"805000000","805","通用配套设备","业务平台"
"805010500","8050105","集线器","通用配套设备"
"805010600","8050106","光纤收发器","通用配套设备"
"801031100","8010311","防火墙","互联网数据中心（IDC）设备"
"801031400","8010314","光转换器","互联网数据中心（IDC）设备"
"802010400","8020104","磁带库","移动/宽带业务管理平台(ISMP)"
"802010800","8020108","交换机","移动/宽带业务管理平台(ISMP)"
"802020700","8020207","路由器","领航平台"
"802020900","8020209","负载均衡设备","领航平台"
"802030500","8020305","磁盘阵列","统一认证平台(UBB)"
"802030802","802030802","交换机板卡","交换机"
"802031300","8020313","光转换器","统一认证平台(UBB)"
"802041300","8020413","光转换器","其他管理平台"
"803120700","8031207","路由器","呼叫中心"
"803120702","803120702","路由器板卡","路由器"
"803120900","8031209","负载均衡设备","呼叫中心"
"803120901","803120901","负载均衡设备机框","负载均衡设备"
"803130100","8031301","会议电视多点控制器","会议电视KVM和机架内维护终端"
"803130300","8031303","调音台设备","会议电视KVM和机架内维护终端"
"803130700","8031307","调制解调器","会议电视KVM和机架内维护终端"
"803131000","8031310","摄像机","会议电视KVM和机架内维护终端"
"803131200","8031312","数字音频处理器","会议电视KVM和机架内维护终端"
"803131600","8031316","音响设备","会议电视KVM和机架内维护终端"
"803140200","8031402","会议电话汇接机","会议电话"
"803140500","8031405","服务器","会议电话"
"803141000","8031410","光纤通道交换机","会议电话"
"803141202","803141202","交换机板卡","交换机"
"803141301","803141301","负载均衡设备机框","负载均衡设备"
"803141400","8031414","防火墙","会议电话"
"803150000","80315","智能提速平台","能力类平台"
"803150200","8031502","小型机","智能提速平台"
"803150701","803150701","路由器机框","路由器"
"803150901","803150901","负载均衡设备机框","负载均衡设备"
"803151000","8031510","防火墙","智能提速平台"
"803151100","8031511","IPS设备","智能提速平台"
"803160000","80316","网络视频监控（全球眼）设备","能力类平台"
"803160300","8031603","小型机","网络视频监控（全球眼）设备"
"803160500","8031605","磁带库","网络视频监控（全球眼）设备"
"803160700","8031607","光纤通道交换机","网络视频监控（全球眼）设备"
"803160900","8031609","交换机","网络视频监控（全球眼）设备"
"804060702","804060702","路由器板卡","路由器"
"801020901","801020901","负载均衡设备机框","负载均衡设备"
"803120801","803120801","交换机机框","交换机"
"803150702","803150702","路由器板卡","路由器"
"803161001","803161001","负载均衡设备机框","负载均衡设备"
"803180702","803180702","路由器板卡","路由器"
"803190702","803190702","路由器板卡","路由器"
"803000000","803","能力类平台","业务平台"
"804000000","804","应用类平台","业务平台"
"802010000","80201","移动/宽带业务管理平台(ISMP)","管理类平台"
"803050000","80305","短信互通网关","能力类平台"
"803070000","80307","其他短信平台（自写消息平台、行业短信网关等）","能力类平台"
"803200000","80320","统一通讯录平台","能力类平台"
"803270000","80327","业务平台综合网管系统","能力类平台"
"804010000","80401","IC卡电话管理系统设备","应用类平台"
"802020000","80202","领航平台","管理类平台"
"803130000","80313","会议电视KVM和机架内维护终端","能力类平台"
"803250000","80325","综合业务接入网关（ISAG）","能力类平台"
"801010300","8010103","KVM和机架内维护终端","云资源池设备"
"801011100","8010111","IPS设备","云资源池设备"
"801020300","8010203","KVM和机架内维护终端","云资源管理设备"
"801021200","8010212","防DDoS设备","云资源管理设备"
"801031800","8010318","IDC其他专业配件","互联网数据中心（IDC）设备"
"802011200","8020112","防DDoS设备","移动/宽带业务管理平台(ISMP)"
"802020600","8020206","光纤通道交换机","领航平台"
"802030400","8020304","磁带库","统一认证平台(UBB)"
"802031100","8020311","IPS设备","统一认证平台(UBB)"
"802040600","8020406","光纤通道交换机","其他管理平台"
"803010400","8030104","信令接口单元（SIU）设备","无线市话短信设备"
"803030300","8030303","KVM和机架内维护终端","短信中心"
"803041200","8030412","防DDoS设备","短信业务网关"
"803050400","8030504","磁带库","短信互通网关"
"803051300","8030513","光转换器","短信互通网关"
"803070500","8030705","磁盘阵列","其他短信平台（自写消息平台、行业短信网关等）"
"803071200","8030712","防DDoS设备","其他短信平台（自写消息平台、行业短信网关等）"
"803101200","8031012","防DDoS设备","彩铃平台"
"803111400","8031114","信令接口单元（SIU）设备","声讯设备"
"803120500","8031205","磁盘阵列","呼叫中心"
"803210300","8032103","KVM和机架内维护终端","终端管理类平台"
"803220300","8032203","KVM和机架内维护终端","通用下载（KJAVA）平台"
"803240700","8032407","路由器","浏览类平台（WAP门户等）"
"901010101","901010101","机框","光线路终端机（OLT）"
"901010102","901010102","板卡","光线路终端机（OLT）"
"901010300","9010103","光网络单元（ONU）MDU/MTU设备","光接入设备（EPON)"
"901020000","90102","光接入设备（GPON)","有线接入设备"
"901020102","901020102","板卡","光线路终端机（OLT）"
"901020200","9010202","光网络单元（ONU）SFU/SBU设备","光接入设备（GPON)"
"901030000","90103","分组数据传送网（PTN）","有线接入设备"
"901030101","901030101","机框","10Gb/s传输设备"
"901040100","9010401","汇聚设备（B类设备）","IP无线接入网(IPRAN)传输设备"
"901040201","901040201","机框","接入设备（A类设备）"
"901050102","901050102","局域网交换机板卡","局域网交换机（二三层交换机）"
"901050300","9010503","甚高速数字用户线（VDSL)设备","宽带接入设备"
"901050600","9010506","网络配线架","宽带接入设备"
"803291200","8032912","防DDoS设备","其他能力类平台"
"804030500","8040305","音响设备","网上多媒体应用系统"
"804040300","8040403","资料库管理信息库（MIB）及计费系统服务器","视频点播（VOD）系统"
"804061100","8040611","IPS设备","其他应用平台"
"805010200","8050102","监控系统","通用配套设备"
"802020400","8020204","磁带库","领航平台"
"803121000","8031210","防火墙","呼叫中心"
"803130400","8031304","矩阵切换器","会议电视KVM和机架内维护终端"
"803131500","8031315","VGA矩阵","会议电视KVM和机架内维护终端"
"803140300","8031403","会议电话前置放大器","会议电话"
"803150800","8031508","交换机","智能提速平台"
"803160800","8031608","路由器","网络视频监控（全球眼）设备"
"803161300","8031613","防DDoS设备","网络视频监控（全球眼）设备"
"803171800","8031718","摄像机","多媒体视讯系统"
"803180600","8031806","光纤通道交换机","定位平台"
"803181200","8031812","防DDoS设备","定位平台"
"801010802","801010802","交换机板卡","交换机"
"801020702","801020702","路由器板卡","路由器"
"802020701","802020701","路由器机框","路由器"
"802040701","802040701","路由器机框","路由器"
"803050802","803050802","交换机板卡","交换机"
"803060902","803060902","负载均衡设备板卡","负载均衡设备"
"803080702","803080702","路由器板卡","路由器"
"803200801","803200801","交换机机框","交换机"
"803210702","803210702","路由器板卡","路由器"
"803220701","803220701","路由器机框","路由器"
"803230702","803230702","路由器板卡","路由器"
"803240702","803240702","路由器板卡","路由器"
"803270701","803270701","路由器机框","路由器"
"803280802","803280802","交换机板卡","交换机"
"803290702","803290702","路由器板卡","路由器"
"701010102","701010102","接口板","移动专用交换机(MSC)"
"701010305","701010305","磁盘阵列","归属位置寄存器设备（HLR）"
"701010701","701010701","机框","归属位置寄存器设备仿真(HLRe)"
"702010102","702010102","路由器板卡","SDP路由器"
"702080202","702080202","路由器板卡","路由器"
"703020201","703020201","机架","微蜂窝基站设备（MICROCELL BTS）"
"703020302","703020302","基带处理板","分布式基站设备"
"703090103","703090103","基带处理板","LTE宏蜂窝基站"
"703090205","703090205","交流转直流模块","LTE微蜂窝基站"
"703090305","703090305","直流电源分配单元","LET分布式基站"
"702000000","702","移动通信智能网设备","移动通信设备"
"701010000","70101","电路域设备","移动通信交换设备"
"702070000","70207","智能网网管设备","移动通信智能网设备"
"703040000","70304","微微基站","移动通信无线网设备"
"704010000","70401","干线放大器","室内（小区）覆盖系统"
"705040000","70504","移动通信制卡设备","移动通信其他设备"
"702060000","70206","智能IP外设","移动通信智能网设备"
"701010700","7010107","归属位置寄存器设备仿真(HLRe)","电路域设备"
"701021300","7010213","GPRS网关服务节点(GGSN)","分组域设备"
"701051100","7010511","时间同步服务器","EPC增强型数据核心网"
"702020200","7020202","SCP服务器","业务控制设备（SCP）"
"702030200","7020302","SMP服务器","业务管理设备（SMP）"
"702060100","7020601","语音资源（板）设备","智能IP外设"
"702090300","7020903","计算机终端","智能业务交接接入点（SSAP）"
"703060100","7030601","全向天线","天线设备"
"703060800","7030608","塔顶放大器","天线设备"
"703080100","7030801","基站配套设备","基站配套设备"
"704020100","7040201","耦合器","耦合器"
"704050500","7040505","其他天线","天线"
"701050100","7010501","服务网关","EPC增强型数据核心网"
"702020100","7020201","SCP路由器","业务控制设备（SCP）"
"701040300","7010403","计算机终端","操作维护中心设备系统（OMC-S）"
"703090300","7030903","LET分布式基站","LTE基站"
"702010300","7020103","SDP工作站","智能业务数据点（SDP）"
"701010202","701010202","接口板","媒体网关控制器(MGW)"
"701010602","701010602","接口板","二级汇接移动交换机(TMSC2）"
"701020603","701020603","系统板","边界网关（BG）"
"703020102","703020102","基带处理板","宏蜂窝基站设备（MACROCELL BTS)"
"703020304","703020304","功放","分布式基站设备"
"703090202","703090202","主控板","LTE微蜂窝基站"
"703090304","703090304","射频拉远设备","LET分布式基站"
"701020702","701020702","路由器板卡","PI路由器"
"703020303","703020303","收发信机","分布式基站设备"
"703020107","703020107","射频模块","宏蜂窝基站设备（MACROCELL BTS)"
"704010100","7040101","干线放大器","干线放大器"
"704050200","7040502","定向吸顶天线","天线"
"704070100","7040701","1/2〞馈线","馈线"
"705030000","70503","移动通信其他设备","移动通信其他设备"
"705050000","70505","通信塔","移动通信其他设备"
"703030000","70303","直放站","移动通信无线网设备"
"703080000","70308","基站配套设备","移动通信无线网设备"
"701010200","7010102","媒体网关控制器(MGW)","电路域设备"
"701020100","7010201","分组数据业务节点(PDSN)","分组域设备"
"701050700","7010507","认证授权计费系统","EPC增强型数据核心网"
"702010200","7020102","SDP服务器","智能业务数据点（SDP）"
"702020800","7020208","SCP局域网交换机","业务控制设备（SCP）"
"702030700","7020307","SMP磁盘阵列","业务管理设备（SMP）"
"703020200","7030202","微蜂窝基站设备（MICROCELL BTS）","CDMA基站"
"703060400","7030604","抛物面天线","天线设备"
"703061000","7030610","其他天线","天线设备"
"703100500","7031005","网管维护终端","LTE无线网操作维护中心（OMC-R）"
"705010100","7050101","集群调度设备","集群调度设备"
"705040200","7050402","其他卡制作设备","移动通信制卡设备"
"701040200","7010402","网络设备","操作维护中心设备系统（OMC-S）"
"702080200","7020802","路由器","智能业务管理控制点（SMCP）"
"701010203","701010203","系统板","媒体网关控制器(MGW)"
"701010403","701010403","系统板","移动交换仿真设备 (MSCe)"
"701010601","701010601","机框","二级汇接移动交换机(TMSC2）"
"702030101","702030101","路由器机框","SMP路由器"
"703020101","703020101","机架","宏蜂窝基站设备（MACROCELL BTS)"
"703020106","703020106","其他板件","宏蜂窝基站设备（MACROCELL BTS)"
"703020308","703020308","射频拉远设备","分布式基站设备"
"703090105","703090105","交流转直流模块","LTE宏蜂窝基站"
"703090302","703090302","主控板","LET分布式基站"
"803271000","8032710","防火墙","业务平台综合网管系统"
"1004010200","10040102","防酸式铅酸蓄电池","酸性蓄电池"
"1008030100","10080301","杆路","电力杆路"
"1003010202","1003010202","整流机架","相控整流器"
"1101010200","11010102","便携式电子计算机","电子计算机"
"1101020000","110102","打印机","办公用计算机及外围设备"
"1101020100","11010201","打印机","打印机"
"1101030000","110103","绘图设备","办公用计算机及外围设备"
"1101030200","11010302","晒图机","绘图设备"
"1101040000","110104","文字处理设备","办公用计算机及外围设备"
"1101040100","11010401","办公用复印机","文字处理设备"
"1101040300","11010403","传真机","文字处理设备"
"1101050100","11010501","光盘刻录机","其他设备"
"1101050400","11010504","考勤机","其他设备"
"1101050500","11010505","海事卫星终端","其他设备"
"1101050600","11010506","其它外围设备","其他设备"
"1101051000","11010510","自动售货机","其他设备"
"1101051100","11010511","共享器（含切换器）","其他设备"
"1102010000","110201","办公设备","其他办公设备与家具"
"1102010100","11020101","中文打字机","办公设备"
"1102020100","11020201","办公台、桌","办公家具"
"1102020400","11020204","床","办公家具"
"1102020500","11020205","灯饰","办公家具"
"1102020600","11020206","屏风","办公家具"
"1102020700","11020207","窗帘","办公家具"
"1102021100","11020211","档案密集架","办公家具"
"1102030000","110203","艺术品","其他办公设备与家具"
"1102030100","11020301","艺术品","艺术品"
"1103000000","1103","文教宣传设备","通用设备"
"1103010000","110301","录像设备","文教宣传设备"
"1103010100","11030101","数字录像机","录像设备"
"1103020100","11030201","音视频播放机","放映设备"
"1103020400","11030204","电视机","放映设备"
"1103020700","11030207","投影幕","放映设备"
"1103020800","11030208","幻灯机","放映设备"
"1103040300","11030403","监视器","工业电视设备"
"1103050100","11030501","照相机","照相设备"
"1103060200","11030602","远程教学设备","职工电教设备"
"1103070000","110307","文体设备","文教宣传设备"
"1103070200","11030702","跑步机","文体设备"
"1103070300","11030703","健骑机","文体设备"
"1103070900","11030709","单车","文体设备"
"1103071300","11030713","乒乓球自动发球器","文体设备"
"1103080000","110308","乐器","文教宣传设备"
"1103090300","11030903","舞台光控装置","照控设备"
"1104010000","110401","综合布线","办公楼宇自动化设施"
"1104010200","11040102","综合布线线路","综合布线"
"1104020600","11040206","其它子系统","安全防范系统"
"1104030400","11040304","固定式气体自动灭火系统","消防系统"
"1104040200","11040402","给排水自动监控系统","建筑设备监控系统"
"1105010300","11050103","移动式灭火器","消防装备"
"1105010400","11050104","灭火用具","消防装备"
"1106010100","11060101","锅炉","锅炉设备"
"1106010800","11060108","电热水箱","锅炉设备"
"1106020000","110602","热交换站","供暖设备"
"1107000000","1107","升降机械","通用设备"
"1107020000","110702","载货电梯设备","升降机械"
"1107030100","11070301","建筑电梯","建筑电梯设备"
"1107050100","11070501","液压升降机","液压升降设备"
"1108010000","110801","泵装置","泵、风机、压缩机装备"
"1108020400","11080204","分水器","风机、采暖、除尘"
"1108040100","11080401","气体分离器","气体分离设备"
"1103020300","11030203","投影机","放映设备"
"1103030000","110303","音响及扩音设备","文教宣传设备"
"1103050000","110305","照相设备","文教宣传设备"
"1103060000","110306","职工电教设备","文教宣传设备"
"1103070400","11030704","综合健身器","文体设备"
"1103071400","11030714","多功能拳击架","文体设备"
"1103080200","11030802","手风琴","乐器"
"1104000000","1104","办公楼宇自动化设施","通用设备"
"1104020000","110402","安全防范系统","办公楼宇自动化设施"
"1104030500","11040305","固定式水喷淋系统","消防系统"
"1104040300","11040403","供配电监控系统","建筑设备监控系统"
"1105010200","11050102","水泵结合器","消防装备"
"1106010300","11060103","自动转换器","锅炉设备"
"1107020100","11070201","载货电梯","载货电梯设备"
"1107040100","11070401","乘客索道","索道设备"
"1108010200","11080102","其它泵设备","泵装置"
"1108020300","11080203","冷却塔","风机、采暖、除尘"
"1102000000","1102","其他办公设备与家具","通用设备"
"1101050000","110105","其他设备","办公用计算机及外围设备"
"1104050000","110405","其它子系统","办公楼宇自动化设施"
"1101040200","11010402","扫描仪","文字处理设备"
"1101050300","11010503","光盘机（含库）","其他设备"
"1102010300","11020103","母钟","办公设备"
"1102020800","11020208","保险柜","办公家具"
"1103020200","11030202","收录放像机","放映设备"
"1103050200","11030502","数字照相机","照相设备"
"1103071200","11030712","电动按摩椅","文体设备"
"1104030300","11040303","消防广播系统","消防系统"
"1107010200","11070102","高空升降平台","乘客电梯设备"
"1108020200","11080202","除尘机","风机、采暖、除尘"
"1101000000","1101","办公用计算机及外围设备","通用设备"
"1101010000","110101","电子计算机","办公用计算机及外围设备"
"1103090000","110309","照控设备","文教宣传设备"
"1107030000","110703","建筑电梯设备","升降机械"
"1101030100","11010301","绘图机（绘图仪）","绘图设备"
"1102010400","11020104","集团电话","办公设备"
"1102020900","11020209","文件柜（橱柜）","办公家具"
"1103030100","11030301","扩音设备","音响及扩音设备"
"1103060100","11030601","本地教学设备","职工电教设备"
"1103080300","11030803","其它乐器","乐器"
"1104010100","11040101","综合布线设备","综合布线"
"1104040100","11040401","空调自动监控系统","建筑设备监控系统"
"1108020500","11080205","集水器","风机、采暖、除尘"
"1108000000","1108","泵、风机、压缩机装备","通用设备"
"1103020000","110302","放映设备","文教宣传设备"
"1104040000","110404","建筑设备监控系统","办公楼宇自动化设施"
"1108020000","110802","风机、采暖、除尘","泵、风机、压缩机装备"
"1108030000","110803","气体压缩设备","泵、风机、压缩机装备"
"1101040400","11010404","多功能一体机","文字处理设备"
"1101050800","11010508","自助查询缴费机","其他设备"
"1102020200","11020202","高档沙发","办公家具"
"1102021000","11020210","地毯、壁毯、挂饰","办公家具"
"1103020500","11030205","投影仪","放映设备"
"1103040400","11030404","电视接收天线","工业电视设备"
"1103070800","11030708","划船机","文体设备"
"1103080100","11030801","钢琴","乐器"
"1104020100","11040201","入侵报警系统","安全防范系统"
"1104040400","11040404","电梯自动监控系统","建筑设备监控系统"
"1106010500","11060105","软化水箱","锅炉设备"
"1108010100","11080101","离心泵","泵装置"
"1104030100","11040301","火灾自动报警系统","消防系统"
"1107010100","11070101","乘客电梯","乘客电梯设备"
"1108020600","11080206","软水器","风机、采暖、除尘"
"1101050900","11010509","查询一体机","其他设备"
"1103030200","11030302","音响MD等系列","音响及扩音设备"
"1104050100","11040501","其它子系统","其它子系统"
"1101050700","11010507","排队叫号系统(含主机、显示屏)","其他设备"
"1101010102","1101010102","显示器","台式电子计算机"
"1201000000","1201","车辆","运输设备"
"1201010000","120101","载货汽车","车辆"
"1201010100","12010101","微型货车","载货汽车"
"1201010200","12010102","轻型货车","载货汽车"
"1201010300","12010103","中型货车","载货汽车"
"1201020000","120102","越野汽车","车辆"
"1201020100","12010201","轻型越野汽车","越野汽车"
"1201020200","12010202","重型越野汽车","越野汽车"
"1201030000","120103","客座汽车","车辆"
"1201030100","12010301","小轿车","客座汽车"
"1201030200","12010302","小型客车","客座汽车"
"1201030300","12010303","中型客车","客座汽车"
"1201030400","12010304","大型客车","客座汽车"
"1202010000","120201","牵引车","其它专用车辆"
"1202010100","12020101","牵引汽车","牵引车"
"1202020000","120202","叉型车","其它专用车辆"
"1202020100","12020201","叉型汽车","叉型车"
"1202030000","120203","铲型车","其它专用车辆"
"1202040100","12020401","起重汽车","起重车"
"1202050100","12020501","翻斗汽车","翻斗车"
"1202060000","120206","油罐车","其它专用车辆"
"1202070000","120207","水罐车","其它专用车辆"
"1202080000","120208","救护车","其它专用车辆"
"1202080100","12020801","救护汽车","救护车"
"1202090100","12020901","消防汽车","消防车"
"1202100000","120210","工程车","其它专用车辆"
"1202100200","12021002","放缆拖车","工程车"
"1202100400","12021004","光缆接续车","工程车"
"1202100500","12021005","汽车发电车","工程车"
"1202100700","12021007","维护仪表车","工程车"
"1202110200","12021102","拖车","挂车"
"1202120100","12021201","电动三轮车","电动三轮车"
"1203000000","1203","摩托车","运输设备"
"1203010100","12030101","两轮摩托车","摩托车"
"1204000000","1204","船舶","运输设备"
"1204010000","120401","机动轮","船舶"
"1204010200","12040102","导航设备","机动轮"
"1204010300","12040103","通信设备","机动轮"
"1204020000","120402","机动船","船舶"
"1204020200","12040202","船体","机动船"
"1204030000","120403","非机动船","船舶"
"1204040000","120404","拖船","船舶"
"1301010000","130101","光缆、电缆工程机械","线路机械设备"
"1301010400","13010104","电缆管道顶管机","光缆、电缆工程机械"
"1301010500","13010105","电缆敷设机","光缆、电缆工程机械"
"1302020200","13020202","锥形反转出料混凝土搅拌机","混凝土和灰浆搅拌机"
"1302030100","13020301","轨道式混凝土浇注机械","混凝土浇注机械"
"1302040200","13020402","外部震动器","混凝土震动机械"
"1302050000","130205","混凝土路面修筑机械","建筑安装机械"
"1302060000","130206","挖掘机","建筑安装机械"
"1302060500","13020605","风镐","挖掘机"
"1302060600","13020606","凿岩机","挖掘机"
"1302080300","13020803","轮胎式单斗装载机","装载机"
"1302080400","13020804","轮胎式多斗装载机","装载机"
"1302090200","13020902","其它铲运机","铲运机"
"1303010200","13030102","加油机","小型通用机具"
"1303010300","13030103","剪报机","小型通用机具"
"1304020000","130402","桥式起重设备","起重机械"
"1304020100","13040201","桥式起重机","桥式起重设备"
"1305000000","1305","传动运输机械","其他设备"
"1305020000","130502","滚筒传动运输设备","传动运输机械"
"1305040100","13050401","集装箱","集装箱运输设备"
"1306000000","1306","印刷、装订机械","其他设备"
"1306010200","13060102","园盘印刷机","印刷设备"
"1306010500","13060105","凹版印刷机","印刷设备"
"1306020400","13060204","配页机","装订设备"
"1306030000","130603","制版设备","印刷、装订机械"
"1306050000","130605","复印、阅读设备","印刷、装订机械"
